type,x_au,y_au,z_au,time
ghaf,-0.524133010143081,2.6456272832582393,-0.027293264077492618,2028-06-18 00:00:00
justitia,0.7084958484431437,3.0337300673224576,-0.29391035498172285,2028-06-18 00:00:00
venus,0.09280913933134338,-0.6556668357357703,-0.30091670473272497,2028-06-18 00:00:00
earth,-0.05499330470545201,-0.9308735439109731,-0.40351226562708425,2028-06-18 00:00:00
mars,0.8841011156114319,1.0870651474476818,0.47475377163930316,2028-06-18 00:00:00
jupiter,-5.443515134034234,-0.011901469132351052,0.12739617843574885,2028-06-18 00:00:00
saturn,7.787503798837037,4.729741345719333,1.61859760953055,2028-06-18 00:00:00
spacecraft,0.08929531884910596,1.6079858748865676,0.002965478924122387,2028-06-19 00:00:00
westerwald,0.829981615754398,-2.5002138777708334,-0.014165330456122959,2028-06-19 00:00:00
chimaera,0.5112511615801099,-2.6323745570413597,-0.3092548310347034,2028-06-19 00:00:00
rockox,0.2083963416622446,-2.175010867350192,-0.1600326778501833,2028-06-19 00:00:00
moza,-2.3602832833867797,1.834660560212851,-0.004704044651760356,2028-06-19 00:00:00
ousha,2.0824560626429087,1.308929175415609,-0.19224906687193152,2028-06-19 00:00:00
ghaf,-0.5345586830456533,2.6446579367259164,-0.026078570494049075,2028-06-19 00:00:00
justitia,0.7002311689672024,3.0364763989887766,-0.29383580198413417,2028-06-19 00:00:00
venus,0.11269606161203367,-0.6526686187632387,-0.3008258032378276,2028-06-19 00:00:00
earth,-0.038082567444051266,-0.9316601660952949,-0.4038533447898201,2028-06-19 00:00:00
mars,0.8733716442764916,1.0956004553928034,0.4789580091799038,2028-06-19 00:00:00
jupiter,-5.443653705931071,-0.018520898969648397,0.12456250173200378,2028-06-19 00:00:00
saturn,7.784192809619922,4.734017331950806,1.6205068593054528,2028-06-19 00:00:00
spacecraft,0.10220089966198657,1.61294430546587,0.0014189930115193173,2028-06-20 00:00:00
westerwald,0.8393398438360574,-2.4973539112679113,-0.014203904417651259,2028-06-20 00:00:00
chimaera,0.5207061268219645,-2.6301935875264215,-0.30704700421854547,2028-06-20 00:00:00
rockox,0.2201518008926553,-2.174904997908355,-0.16091235848556346,2028-06-20 00:00:00
moza,-2.366492519864358,1.8270247348826496,-0.0026561114716775044,2028-06-20 00:00:00
ousha,2.0788152550968237,1.3190321500288944,-0.1928431124698064,2028-06-20 00:00:00
ghaf,-0.5449763029501162,2.6436487536069606,-0.024863484019492645,2028-06-20 00:00:00
justitia,0.6919597369300228,3.0391934290561715,-0.29375841331399427,2028-06-20 00:00:00
venus,0.13249636316923954,-0.6491687401414207,-0.3005036269719104,2028-06-20 00:00:00
earth,-0.021159956180286613,-0.9321830652411117,-0.4040801063288452,2028-06-20 00:00:00
mars,0.8625625610283004,1.1040359047292438,0.4831185803778229,2028-06-20 00:00:00
jupiter,-5.4437822912759435,-0.025140293765051308,0.12172859692692962,2028-06-20 00:00:00
saturn,7.780878920590623,4.738291550010464,1.6224155038140566,2028-06-20 00:00:00
spacecraft,0.11509930925513666,1.6177896437996069,-0.00012759212868840658,2028-06-21 00:00:00
westerwald,0.8486844947243586,-2.494453533604467,-0.0142422485789738,2028-06-21 00:00:00
chimaera,0.5301532560851568,-2.627973017945545,-0.30483455476726207,2028-06-21 00:00:00
rockox,0.23190107629880727,-2.17473801422596,-0.1617875176400943,2028-06-21 00:00:00
moza,-2.3726755625554246,1.8193686699111487,-0.0006081482407537333,2028-06-21 00:00:00
ousha,2.075133608833176,1.3291092109746148,-0.19343336913156245,2028-06-21 00:00:00
ghaf,-0.555385722900435,2.6425997970017523,-0.023648023404532977,2028-06-21 00:00:00
justitia,0.6836816371355021,3.0418811534942285,-0.29367819186017174,2028-06-21 00:00:00
venus,0.15219485427401439,-0.6451700383783818,-0.29995049200494,2028-06-21 00:00:00
earth,-0.004230540974731654,-0.9324419044651315,-0.40419240418471736,2028-06-21 00:00:00
mars,0.8516750546154597,1.1123709869010512,0.48723521997644315,2028-06-21 00:00:00
jupiter,-5.44390089033831,-0.03175964138088794,0.11889446922644671,2028-06-21 00:00:00
saturn,7.777562132735216,4.742563998158799,1.624323542294769,2028-06-21 00:00:00
spacecraft,0.12798972806642175,1.6225227417479535,-0.0016741681485199522,2028-06-22 00:00:00
westerwald,0.8580154210128268,-2.491512803025053,-0.014280362381587225,2028-06-22 00:00:00
chimaera,0.5395924019907544,-2.6257128564489824,-0.3026175130538353,2028-06-22 00:00:00
rockox,0.24364384760330576,-2.1745100137473488,-0.16265813762013875,2028-06-22 00:00:00
moza,-2.3788323491923116,1.81169245468555,0.0014398223565015348,2028-06-22 00:00:00
ousha,2.0714113123754885,1.3391602347072284,-0.19401983609276197,2028-06-22 00:00:00
ghaf,-0.5657867964262351,2.641511130495688,-0.022432207360842966,2028-06-22 00:00:00
justitia,0.6753969542866165,3.0445395683965866,-0.29359514051882446,2028-06-22 00:00:00
venus,0.1717764308535133,-0.6406757268169055,-0.299166888883326,2028-06-22 00:00:00
earth,0.01270056160184339,-0.932436466616512,-0.40419014420045113,2028-06-22 00:00:00
mars,0.8407103155250703,1.1206052060475347,0.49130766852399166,2028-06-22 00:00:00
jupiter,-5.444009503403336,-0.03837892968077119,0.11606012383631685,2028-06-22 00:00:00
