            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461025.500000000, A.D. 2025-Dec-16 00:00:00.0000,  3.905770704225268E+08, -2.514580499985245E+08, -7.845443613892481E+06,  8.466269747613129E+00,  1.405842447533546E+01, -3.395439018905170E+00,  1.549702851394543E+03,  4.645892269891788E+08, -4.342210970536591E-01,
2461026.500000000, A.D. 2025-Dec-17 00:00:00.0000,  3.913066255694598E+08, -2.502421622730358E+08, -8.138770308531001E+06,  8.421565156070752E+00,  1.408710271873016E+01, -3.394525134974974E+00,  1.549577576472284E+03,  4.645516705123090E+08, -4.351411343736789E-01,
2461027.500000000, A.D. 2025-Dec-18 00:00:00.0000,  3.920323141705095E+08, -2.490238024564062E+08, -8.432016584344000E+06,  8.376766433106930E+00,  1.411564875110676E+01, -3.393577470771210E+00,  1.549452036966248E+03,  4.645140347152182E+08, -4.360572113031084E-01,
2461028.500000000, A.D. 2025-Dec-19 00:00:00.0000,  3.927541281089213E+08, -2.478029819862185E+08, -8.725179522396788E+06,  8.331873953960462E+00,  1.414406223581081E+01, -3.392596018955726E+00,  1.549326234019524E+03,  4.644763199405963E+08, -4.369693159922737E-01,
2461029.500000000, A.D. 2025-Dec-20 00:00:00.0000,  3.934720593004212E+08, -2.465797123290985E+08, -9.018256203132883E+06,  8.286888095249713E+00,  1.417234283720309E+01, -3.391580772473823E+00,  1.549200168778616E+03,  4.644385265321563E+08, -4.378774366018912E-01,
2461030.500000000, A.D. 2025-Dec-21 00:00:00.0000,  3.941860996933331E+08, -2.453540049806275E+08, -9.311243706398517E+06,  8.241809234936060E+00,  1.420049022065341E+01, -3.390531724552506E+00,  1.549073842393438E+03,  4.644006548346332E+08, -4.387815613235623E-01,
2461031.500000000, A.D. 2025-Dec-22 00:00:00.0000,  3.948962412686939E+08, -2.441258714652558E+08, -9.604139111466840E+06,  8.196637752292908E+00,  1.422850405253253E+01, -3.389448868699430E+00,  1.548947256017295E+03,  4.643627051937800E+08, -4.396816783950968E-01,
2461032.500000000, A.D. 2025-Dec-23 00:00:00.0000,  3.956024760403651E+08, -2.428953233362161E+08, -9.896939497062162E+06,  8.151374027880410E+00,  1.425638400020352E+01, -3.388332198702409E+00,  1.548820410806879E+03,  4.643246779563640E+08, -4.405777761112153E-01,
2461033.500000000, A.D. 2025-Dec-24 00:00:00.0000,  3.963047960551440E+08, -2.416623721754384E+08, -1.018964194138415E+07,  8.106018443524119E+00,  1.428412973201280E+01, -3.387181708629302E+00,  1.548693307922245E+03,  4.642865734701608E+08, -4.414698428312326E-01,
2461034.500000000, A.D. 2025-Dec-25 00:00:00.0000,  3.970031933928710E+08, -2.404270295934655E+08, -1.048224352213208E+07,  8.060571382297379E+00,  1.431174091728130E+01, -3.385997392828247E+00,  1.548565948526793E+03,  4.642483920839487E+08, -4.423578669840366E-01,
2461035.500000000, A.D. 2025-Dec-26 00:00:00.0000,  3.976976601665380E+08, -2.391893072293692E+08, -1.077474131652898E+07,  8.015033228506892E+00,  1.433921722629635E+01, -3.384779245928138E+00,  1.548438333787247E+03,  4.642101341475031E+08, -4.432418370711514E-01,
2461036.500000000, A.D. 2025-Dec-27 00:00:00.0000,  3.983881885223932E+08, -2.379492167506667E+08, -1.106713240134595E+07,  7.969404367680707E+00,  1.436655833030410E+01, -3.383527262839255E+00,  1.548310464873633E+03,  4.641718000115891E+08, -4.441217416682939E-01,
2461037.500000000, A.D. 2025-Dec-28 00:00:00.0000,  3.990747706400476E+08, -2.367067698532385E+08, -1.135941385292663E+07,  7.923685186558343E+00,  1.439376390150269E+01, -3.382241438754062E+00,  1.548182342959261E+03,  4.641333900279559E+08, -4.449975694258265E-01,
2461038.500000000, A.D. 2025-Dec-29 00:00:00.0000,  3.997573987325777E+08, -2.354619782612462E+08, -1.165158274721137E+07,  7.877876073082669E+00,  1.442083361303625E+01, -3.380921769148078E+00,  1.548053969220701E+03,  4.640949045493302E+08, -4.458693090683930E-01,
2461039.500000000, A.D. 2025-Dec-30 00:00:00.0000,  4.004360650466306E+08, -2.342148537270514E+08, -1.194363615976200E+07,  7.831977416392927E+00,  1.444776713898994E+01, -3.379568249780781E+00,  1.547925344837759E+03,  4.640563439294093E+08, -4.467369493943156E-01,
2461040.500000000, A.D. 2025-Dec-31 00:00:00.0000,  4.011107618625261E+08, -2.329654080311338E+08, -1.223557116578619E+07,  7.785989606819319E+00,  1.447456415438503E+01, -3.378180876696657E+00,  1.547796470993462E+03,  4.640177085228556E+08, -4.476004792738951E-01,
2461041.500000000, A.D. 2026-Jan-01 00:00:00.0000,  4.017814814943604E+08, -2.317136529820111E+08, -1.252738484016220E+07,  7.739913035878049E+00,  1.450122433517539E+01, -3.376759646226162E+00,  1.547667348874034E+03,  4.639789986852901E+08, -4.484598876481908E-01,
2461042.500000000, A.D. 2026-Jan-02 00:00:00.0000,  4.024482162901070E+08, -2.304596004161587E+08, -1.281907425746366E+07,  7.693748096267208E+00,  1.452774735824435E+01, -3.375304554986748E+00,  1.547537979668875E+03,  4.639402147732859E+08, -4.493151635274598E-01,
2461043.500000000, A.D. 2026-Jan-03 00:00:00.0000,  4.031109586317201E+08, -2.292032621979288E+08, -1.311063649198437E+07,  7.647495181863481E+00,  1.455413290140192E+01, -3.373815599883924E+00,  1.547408364570543E+03,  4.639013571443630E+08, -4.501662959891440E-01,
2461044.500000000, A.D. 2026-Jan-04 00:00:00.0000,  4.037697009352353E+08, -2.279446502194712E+08, -1.340206861776327E+07,  7.601154687718005E+00,  1.458038064338309E+01, -3.372292778112175E+00,  1.547278504774734E+03,  4.638624261569821E+08, -4.510132741773248E-01,
2461045.500000000, A.D. 2026-Jan-05 00:00:00.0000,  4.044244356508714E+08, -2.266837764006529E+08, -1.369336770860936E+07,  7.554727010054970E+00,  1.460649026384514E+01, -3.370736087156170E+00,  1.547148401480264E+03,  4.638234221705391E+08, -4.518560872994066E-01,
2461046.500000000, A.D. 2026-Jan-06 00:00:00.0000,  4.050751552631313E+08, -2.254206526889788E+08, -1.398453083812702E+07,  7.508212546268192E+00,  1.463246144336661E+01, -3.369145524791694E+00,  1.547018055889050E+03,  4.637843455453597E+08, -4.526947246254528E-01,
2461047.500000000, A.D. 2026-Jan-07 00:00:00.0000,  4.057218522909035E+08, -2.241552910595119E+08, -1.427555507974090E+07,  7.461611694918541E+00,  1.465829386344605E+01, -3.367521089086669E+00,  1.546887469206093E+03,  4.637451966426941E+08, -4.535291754868391E-01,
2461048.500000000, A.D. 2026-Jan-08 00:00:00.0000,  4.063645192875624E+08, -2.228877035147945E+08, -1.456643750672148E+07,  7.414924855731671E+00,  1.468398720650075E+01, -3.365862778402192E+00,  1.546756642639461E+03,  4.637059758247114E+08, -4.543594292746925E-01,
