            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461053.500000000, A.D. 2026-Jan-13 00:00:00.0000, -3.442739690211506E+08, -1.006939674326231E+08,  2.201971979104109E+07,  9.422227793962042E+00, -1.757584672456031E+01,  1.185477909178577E+00,  1.198738162308386E+03,  3.593726601768341E+08, -4.029082595971549E+00,
2461054.500000000, A.D. 2026-Jan-14 00:00:00.0000, -3.434562132563651E+08, -1.022114394681648E+08,  2.212190946719659E+07,  9.507311274788666E+00, -1.755074603905045E+01,  1.180016995522152E+00,  1.197577457024330E+03,  3.590246894867133E+08, -4.025778520186469E+00,
2461055.500000000, A.D. 2026-Jan-15 00:00:00.0000, -3.426311043732849E+08, -1.037267234086950E+08,  2.222362554164971E+07,  9.592438490248513E+00, -1.752519606636195E+01,  1.174514893803491E+00,  1.196417717802561E+03,  3.586770084147801E+08, -4.022378394621263E+00,
2461056.500000000, A.D. 2026-Jan-16 00:00:00.0000, -3.417986386909022E+08, -1.052397803553464E+08,  2.232486445240220E+07,  9.677607175256377E+00, -1.749919494505344E+01,  1.168971526730786E+00,  1.195258972390803E+03,  3.583296252795931E+08, -4.018881759688420E+00,
2461057.500000000, A.D. 2026-Jan-17 00:00:00.0000, -3.409588127250366E+08, -1.067505712486712E+08,  2.242562263084227E+07,  9.762815038693745E+00, -1.747274081946733E+01,  1.163386818509926E+00,  1.194101248669161E+03,  3.579825484393969E+08, -4.015288156335305E+00,
2461058.500000000, A.D. 2026-Jan-18 00:00:00.0000, -3.401116231905897E+08, -1.082590568691531E+08,  2.252589650187527E+07,  9.848059763273385E+00, -1.744583184002514E+01,  1.157760694873836E+00,  1.192944574649951E+03,  3.576357862920732E+08, -4.011597126098377E+00,
2461059.500000000, A.D. 2026-Jan-19 00:00:00.0000, -3.392570670038120E+08, -1.097651978377459E+08,  2.262568248405693E+07,  9.933339005406587E+00, -1.741846616352796E+01,  1.152093083111925E+00,  1.191788978477528E+03,  3.572893472750872E+08, -4.007808211158356E+00,
2461060.500000000, A.D. 2026-Jan-20 00:00:00.0000, -3.383951412845811E+08, -1.112689546164373E+08,  2.272497698972905E+07,  1.001865039507355E+01, -1.739064195346239E+01,  1.146383912099623E+00,  1.190634488428092E+03,  3.569432398654302E+08, -4.003920954396473E+00,
2461061.500000000, A.D. 2026-Jan-21 00:00:00.0000, -3.375258433586902E+08, -1.127702875088403E+08,  2.282377642515789E+07,  1.010399153569707E+01, -1.736235738031201E+01,  1.140633112327959E+00,  1.189481132909474E+03,  3.565974725795560E+08, -3.999934899451862E+00,
2461062.500000000, A.D. 2026-Jan-22 00:00:00.0000, -3.366491707601491E+08, -1.142691566608116E+08,  2.292207719067497E+07,  1.018936000402030E+01, -1.733361062187452E+01,  1.134840615933130E+00,  1.188328940460914E+03,  3.562520539733132E+08, -3.995849590780689E+00,
2461063.500000000, A.D. 2026-Jan-23 00:00:00.0000, -3.357651212334934E+08, -1.157655220610968E+08,  2.301987568082050E+07,  1.027475334998874E+01, -1.730439986358472E+01,  1.129006356726019E+00,  1.187177939752813E+03,  3.559069926418717E+08, -3.991664573716859E+00,
2461064.500000000, A.D. 2026-Jan-24 00:00:00.0000, -3.348736927361055E+08, -1.172593435420052E+08,  2.311716828448939E+07,  1.036016909663752E+01, -1.727472329884325E+01,  1.123130270221595E+00,  1.186028159586472E+03,  3.555622972196447E+08, -3.987379394535250E+00,
2461065.500000000, A.D. 2026-Jan-25 00:00:00.0000, -3.339748834405436E+08, -1.187505807801119E+08,  2.321395138507969E+07,  1.044560473998410E+01, -1.724457912935148E+01,  1.117212293668130E+00,  1.184879628893814E+03,  3.552179763802043E+08, -3.982993600517332E+00,
2461066.500000000, A.D. 2026-Jan-26 00:00:00.0000, -3.330686917368810E+08, -1.202391932969896E+08,  2.331022136064363E+07,  1.053105774892807E+01, -1.721396556545184E+01,  1.111252366076178E+00,  1.183732376737080E+03,  3.548740388361911E+08, -3.978506740020696E+00,
2461067.500000000, A.D. 2026-Jan-27 00:00:00.0000, -3.321551162350528E+08, -1.217251404599707E+08,  2.340597458404109E+07,  1.061652556515848E+01, -1.718288082647395E+01,  1.105250428247230E+00,  1.182586432308510E+03,  3.545304933392187E+08, -3.973918362552699E+00,
2461068.500000000, A.D. 2026-Jan-28 00:00:00.0000, -3.312341557672110E+08, -1.232083814829384E+08,  2.350120742309563E+07,  1.070200560307003E+01, -1.715132314108555E+01,  1.099206422802011E+00,  1.181441824930002E+03,  3.541873486797709E+08, -3.969228018849535E+00,
2461069.500000000, A.D. 2026-Jan-29 00:00:00.0000, -3.303058093900852E+08, -1.246888754271488E+08,  2.359591624075279E+07,  1.078749524968975E+01, -1.711929074764806E+01,  1.093120294208294E+00,  1.180298584052743E+03,  3.538446136870914E+08, -3.964435260962150E+00,
2461070.500000000, A.D. 2026-Jan-30 00:00:00.0000, -3.293700763873509E+08, -1.261665812020845E+08,  2.369009739524097E+07,  1.087299186461512E+01, -1.708678189457511E+01,  1.086991988808292E+00,  1.179156739256819E+03,  3.535022972290669E+08, -3.959539642350315E+00,
